1,1,104
2,1,112
3,1,13
4,1,136
5,1,137
6,1,143
7,1,146
8,1,147
9,1,149
10,1,151
11,1,16
12,1,161
13,1,167
14,1,170
15,1,171
16,1,188
17,1,204
18,1,209
19,1,21
20,1,213
21,1,215
22,1,221
23,1,223
24,1,224
25,1,3
26,1,34
27,1,4
28,1,50
29,1,94
30,10,45
31,10,97
32,100,193
33,100,197
34,101,158
35,103,120
36,104,147
37,104,161
38,104,167
39,104,171
40,104,204
41,104,215
42,104,223
43,105,106
44,106,108
45,106,127
46,106,168
47,106,179
48,106,204
49,107,108
50,109,110
51,11,197
52,110,124
53,110,185
54,110,189
55,110,214
56,110,216
57,110,217
58,110,218
59,111,119
60,111,127
61,111,169
62,111,177
63,111,182
64,111,191
65,111,222
66,113,114
67,113,158
68,113,159
69,113,162
70,113,202
71,114,158
72,114,159
73,114,162
74,114,202
75,115,116
76,117,153
77,117,162
78,118,146
79,118,205
80,118,206
81,118,207
82,119,125
83,119,186
84,12,172
85,12,194
86,121,187
87,122,148
88,122,173
89,122,197
90,122,222
91,123,146
92,123,147
93,125,186
94,126,197
95,127,177
96,127,179
97,127,204
98,129,167
99,129,181
100,130,162
101,131,163
102,131,190
103,131,193
104,131,197
105,131,209
106,131,222
107,132,152
108,132,185
109,133,176
110,133,200
111,135,138
112,135,174
113,136,137
114,136,170
115,136,188
116,137,170
117,137,188
118,138,174
119,139,156
120,139,199
121,14,15
122,14,154
123,14,63
124,140,141
125,140,142
126,141,142
127,141,145
128,144,220
129,145,192
130,146,167
131,146,205
132,146,206
133,146,207
134,147,161
135,147,167
136,147,171
137,147,204
138,147,215
139,147,223
140,148,173
141,148,197
142,148,222
143,15,150
144,15,154
145,15,155
146,15,160
147,15,164
148,15,210
149,15,48
150,15,56
151,15,63
152,15,92
153,15,98
154,152,185
155,153,162
156,154,160
157,154,210
158,158,159
159,158,162
160,158,202
161,159,162
162,159,202
163,16,213
164,16,94
165,160,210
166,161,167
167,161,171
168,161,204
169,161,215
170,161,223
171,162,202
172,163,190
173,163,193
174,163,197
175,163,209
176,163,222
177,165,191
178,166,167
179,167,171
180,167,181
181,167,195
182,167,201
183,167,204
184,167,215
185,167,223
186,17,120
187,17,18
188,17,48
189,170,188
190,171,204
191,171,215
192,171,223
193,171,224
194,172,194
195,173,193
196,173,197
197,173,222
198,175,203
199,176,200
200,179,204
201,18,120
202,18,48
203,182,183
204,182,198
205,184,185
206,184,197
207,185,189
208,185,214
209,185,216
210,185,217
211,185,218
212,189,214
213,189,216
214,189,217
215,189,218
216,19,118
217,19,146
218,19,205
219,19,206
220,19,207
221,19,43
222,190,193
223,190,197
224,190,209
225,190,222
226,191,211
227,193,197
228,193,209
229,193,222
230,196,212
231,197,204
232,197,208
233,197,209
234,197,219
235,197,222
236,2,106
237,20,167
238,20,195
239,20,201
240,20,26
241,20,59
242,204,215
243,204,219
244,204,223
245,205,206
246,205,207
247,206,207
248,209,222
249,21,136
250,21,137
251,21,170
252,21,188
253,214,216
254,214,217
255,214,218
256,215,223
257,216,217
258,216,218
259,217,218
260,22,175
261,22,178
262,22,203
263,22,39
264,22,52
265,22,58
266,22,61
267,23,184
268,24,197
269,24,208
270,24,25
271,25,115
272,25,116
273,25,131
274,25,163
275,25,190
276,25,193
277,25,197
278,25,208
279,25,209
280,25,222
281,25,41
282,25,51
283,25,60
284,26,167
285,26,195
286,27,102
287,27,134
288,27,141
289,27,145
290,27,172
291,27,184
292,27,192
293,27,197
294,27,28
295,27,29
296,27,30
297,27,39
298,27,42
299,27,66
300,27,79
301,27,87
302,28,144
303,28,145
304,28,192
305,28,220
306,28,29
307,29,144
308,29,145
309,29,220
310,3,136
311,3,137
312,3,170
313,3,188
314,3,21
315,30,184
316,30,197
317,30,39
318,30,66
319,31,130
320,31,162
321,31,84
322,32,111
323,33,135
324,33,138
325,33,174
326,33,68
327,34,50
328,35,36
329,37,39
330,38,122
331,38,148
332,38,173
333,38,197
334,38,222
335,38,53
336,38,60
337,38,91
338,38,93
339,39,184
340,39,197
341,39,58
342,39,66
343,4,171
344,4,224
345,40,48
346,40,96
347,41,131
348,41,163
349,41,190
350,41,193
351,41,197
352,41,209
353,41,222
354,41,51
355,41,60
356,42,102
357,43,118
358,43,146
359,43,205
360,43,206
361,43,207
362,44,113
363,44,114
364,44,158
365,44,159
366,44,162
367,44,202
368,44,45
369,44,77
370,44,82
371,44,85
372,45,113
373,45,114
374,45,157
375,45,158
376,45,159
377,45,162
378,45,202
379,45,77
380,45,82
381,45,85
382,45,97
383,46,119
384,46,125
385,46,186
386,47,100
387,48,120
388,48,128
389,48,49
390,48,81
391,48,92
392,48,96
393,48,98
394,49,128
395,5,222
396,5,38
397,5,53
398,5,60
399,51,131
400,51,163
401,51,190
402,51,193
403,51,197
404,51,209
405,51,222
406,51,60
407,53,122
408,53,148
409,53,173
410,53,197
411,53,222
412,53,60
413,53,91
414,53,93
415,54,110
416,54,185
417,54,189
418,54,214
419,54,216
420,54,217
421,54,218
422,54,74
423,55,103
424,55,120
425,55,56
426,56,103
427,56,120
428,57,166
429,57,167
430,58,76
431,59,167
432,59,201
433,6,113
434,6,114
435,6,133
436,6,135
437,6,138
438,6,158
439,6,159
440,6,162
441,6,174
442,6,176
443,6,200
444,6,202
445,6,27
446,6,33
447,6,35
448,6,36
449,6,44
450,6,45
451,6,68
452,6,71
453,6,77
454,6,82
455,6,85
456,60,131
457,60,163
458,60,190
459,60,193
460,60,197
461,60,209
462,60,222
463,61,178
464,62,67
465,63,154
466,64,167
467,64,195
468,64,75
469,65,184
470,65,185
471,66,184
472,66,197
473,66,67
474,67,78
475,68,135
476,68,138
477,68,174
478,69,129
479,69,167
480,69,181
481,7,122
482,7,148
483,7,173
484,7,197
485,7,222
486,7,38
487,7,53
488,7,91
489,7,93
490,70,79
491,70,80
492,72,222
493,73,100
494,73,193
495,73,197
496,74,110
497,74,185
498,74,189
499,74,214
500,74,216
501,74,217
502,74,218
503,75,167
504,75,195
505,77,113
506,77,114
507,77,158
508,77,159
509,77,162
510,77,202
511,77,82
512,77,85
513,78,89
514,79,134
515,79,80
516,79,90
517,8,196
518,8,212
519,82,113
520,82,114
521,82,158
522,82,159
523,82,162
524,82,202
525,82,85
526,83,121
527,83,187
528,83,92
529,84,130
530,84,162
531,85,113
532,85,114
533,85,158
534,85,159
535,85,162
536,85,202
537,86,197
538,87,180
539,88,105
540,88,106
541,89,128
542,9,144
543,9,220
544,9,28
545,9,29
546,91,122
547,91,148
548,91,173
549,91,197
550,91,222
551,91,93
552,92,121
553,92,187
554,92,98
555,93,122
556,93,148
557,93,173
558,93,197
559,93,222
560,94,213
561,95,100
562,96,139
563,96,156
564,96,212
565,99,139
566,99,199
